BTF_PRS_IDE__BTF_HIS_DTD;BTF_PRS_IDE;BTF_HIS_DTD;BTF_TAR_NAT;BTF_HIS_DTF;BTF_TAR_COF
4227__01JAN1996:00:00:00;4227;01JAN1996:00:00:00;B;01FEB2019:00:00:00;150
4228__01JAN1996:00:00:00;4228;01JAN1996:00:00:00;B;01FEB2019:00:00:00;40
4229__01JAN1996:00:00:00;4229;01JAN1996:00:00:00;B;01FEB2019:00:00:00;70
4230__01JAN1996:00:00:00;4230;01JAN1996:00:00:00;B;30JAN2012:00:00:00;150
4230__31JAN2012:00:00:00;4230;31JAN2012:00:00:00;B;01FEB2019:00:00:00;130
4232__01JAN1996:00:00:00;4232;01JAN1996:00:00:00;B;01FEB2019:00:00:00;40
4233__01JAN1996:00:00:00;4233;01JAN1996:00:00:00;B;01FEB2019:00:00:00;70
4234__13AUG1997:00:00:00;4234;13AUG1997:00:00:00;B;01FEB2019:00:00:00;150
4235__01JAN1996:00:00:00;4235;01JAN1996:00:00:00;B;13JUL2017:00:00:00;200
4236__01JAN1996:00:00:00;4236;01JAN1996:00:00:00;B;13JUL2017:00:00:00;250
4237__01JAN1996:00:00:00;4237;01JAN1996:00:00:00;B;13JUL2017:00:00:00;350
4238__01JAN1996:00:00:00;4238;01JAN1996:00:00:00;B;13JUL2017:00:00:00;200
4239__01JAN1996:00:00:00;4239;01JAN1996:00:00:00;B;13JUL2017:00:00:00;200
4240__01JAN1996:00:00:00;4240;01JAN1996:00:00:00;B;31DEC9999:00:00:00;40
4241__01JAN1996:00:00:00;4241;01JAN1996:00:00:00;B;18JAN2010:00:00:00;70
4241__19JAN2010:00:00:00;4241;19JAN2010:00:00:00;B;10FEB2011:00:00:00;50
4241__11FEB2011:00:00:00;4241;11FEB2011:00:00:00;B;31DEC9999:00:00:00;40
4242__01JAN1996:00:00:00;4242;01JAN1996:00:00:00;B;31DEC9999:00:00:00;150
4243__01JAN1996:00:00:00;4243;01JAN1996:00:00:00;B;31DEC9999:00:00:00;40
4244__01JAN1996:00:00:00;4244;01JAN1996:00:00:00;B;31DEC9999:00:00:00;70
4245__01JAN1996:00:00:00;4245;01JAN1996:00:00:00;B;31DEC9999:00:00:00;150
4246__01JAN1996:00:00:00;4246;01JAN1996:00:00:00;B;31DEC9999:00:00:00;40
4247__01JAN1996:00:00:00;4247;01JAN1996:00:00:00;B;31DEC9999:00:00:00;70
4248__01JAN1996:00:00:00;4248;01JAN1996:00:00:00;B;31DEC9999:00:00:00;150
4250__01JAN1996:00:00:00;4250;01JAN1996:00:00:00;B;31DEC9999:00:00:00;40
4251__01JAN1996:00:00:00;4251;01JAN1996:00:00:00;B;31DEC9999:00:00:00;70
4252__01JAN1996:00:00:00;4252;01JAN1996:00:00:00;B;31DEC9999:00:00:00;150
4253__05AUG1997:00:00:00;4253;05AUG1997:00:00:00;B;31DEC9999:00:00:00;200
4254__01JAN1996:00:00:00;4254;01JAN1996:00:00:00;B;31DEC9999:00:00:00;40
4255__01JAN1996:00:00:00;4255;01JAN1996:00:00:00;B;31DEC9999:00:00:00;150
4256__01JAN1996:00:00:00;4256;01JAN1996:00:00:00;B;31DEC9999:00:00:00;200
4257__01JAN1996:00:00:00;4257;01JAN1996:00:00:00;B;31DEC9999:00:00:00;250
4258__01DEC1998:00:00:00;4258;01DEC1998:00:00:00;B;31DEC9999:00:00:00;1200
4259__01JAN1996:00:00:00;4259;01JAN1996:00:00:00;B;31DEC9999:00:00:00;40
4260__01JAN1996:00:00:00;4260;01JAN1996:00:00:00;B;31DEC9999:00:00:00;70
4261__01JAN1996:00:00:00;4261;01JAN1996:00:00:00;B;31DEC9999:00:00:00;150
4262__01JAN1996:00:00:00;4262;01JAN1996:00:00:00;B;31DEC9999:00:00:00;40
4263__01JAN1996:00:00:00;4263;01JAN1996:00:00:00;B;31DEC9999:00:00:00;70
4264__01JAN1996:00:00:00;4264;01JAN1996:00:00:00;B;31DEC9999:00:00:00;150
4265__01JAN1996:00:00:00;4265;01JAN1996:00:00:00;B;31DEC9999:00:00:00;150
4266__05AUG1997:00:00:00;4266;05AUG1997:00:00:00;B;31DEC9999:00:00:00;20
4267__05OCT1997:00:00:00;4267;05OCT1997:00:00:00;B;31DEC9999:00:00:00;70
4268__01JAN1996:00:00:00;4268;01JAN1996:00:00:00;B;31DEC9999:00:00:00;200
4270__12OCT1997:00:00:00;4270;12OCT1997:00:00:00;B;01FEB2019:00:00:00;600
4271__12OCT1997:00:00:00;4271;12OCT1997:00:00:00;B;31DEC9999:00:00:00;1200
4272__12OCT1997:00:00:00;4272;12OCT1997:00:00:00;B;31DEC9999:00:00:00;150
4273__27SEP2010:00:00:00;4273;27SEP2010:00:00:00;B;03SEP2014:00:00:00;50
4273__04SEP2014:00:00:00;4273;04SEP2014:00:00:00;B;03APR2016:00:00:00;50
4273__04APR2016:00:00:00;4273;04APR2016:00:00:00;B;08AUG2017:00:00:00;50
4301__01JAN1996:00:00:00;4301;01JAN1996:00:00:00;B;31DEC9999:00:00:00;90
4302__01JAN1996:00:00:00;4302;01JAN1996:00:00:00;B;31DEC9999:00:00:00;90
4303__01JAN1996:00:00:00;4303;01JAN1996:00:00:00;B;31DEC9999:00:00:00;120
4304__01JAN1996:00:00:00;4304;01JAN1996:00:00:00;B;31DEC9999:00:00:00;90
4305__01JAN1996:00:00:00;4305;01JAN1996:00:00:00;B;31DEC9999:00:00:00;120
4306__01JAN1996:00:00:00;4306;01JAN1996:00:00:00;B;31DEC9999:00:00:00;180
4307__01JAN1996:00:00:00;4307;01JAN1996:00:00:00;B;31DEC9999:00:00:00;50
4308__01JAN1996:00:00:00;4308;01JAN1996:00:00:00;B;31DEC9999:00:00:00;90
4309__01JAN1996:00:00:00;4309;01JAN1996:00:00:00;B;31DEC9999:00:00:00;120
4310__01JAN1996:00:00:00;4310;01JAN1996:00:00:00;B;31DEC9999:00:00:00;180
4311__01JAN1996:00:00:00;4311;01JAN1996:00:00:00;B;31DEC9999:00:00:00;50
4312__01JAN1996:00:00:00;4312;01JAN1996:00:00:00;B;31DEC9999:00:00:00;50
4313__01JAN1996:00:00:00;4313;01JAN1996:00:00:00;B;31DEC9999:00:00:00;90
4314__01JAN1996:00:00:00;4314;01JAN1996:00:00:00;B;31DEC9999:00:00:00;90
4315__01JAN1996:00:00:00;4315;01JAN1996:00:00:00;B;31DEC9999:00:00:00;120
4316__01JAN1996:00:00:00;4316;01JAN1996:00:00:00;B;31DEC9999:00:00:00;180
4317__01JAN1996:00:00:00;4317;01JAN1996:00:00:00;B;31DEC9999:00:00:00;30
4318__01JAN1996:00:00:00;4318;01JAN1996:00:00:00;B;31DEC9999:00:00:00;50
4319__01JAN1996:00:00:00;4319;01JAN1996:00:00:00;B;31DEC9999:00:00:00;75
4321__01JAN1996:00:00:00;4321;01JAN1996:00:00:00;B;08MAY2019:00:00:00;90
4322__01JAN1996:00:00:00;4322;01JAN1996:00:00:00;B;09MAY2019:00:00:00;120
4323__01JAN1996:00:00:00;4323;01JAN1996:00:00:00;B;08MAY2019:00:00:00;180
4324__01JAN1996:00:00:00;4324;01JAN1996:00:00:00;B;08MAY2019:00:00:00;80
4325__01JAN1996:00:00:00;4325;01JAN1996:00:00:00;B;09MAY2019:00:00:00;90
4326__01JAN1996:00:00:00;4326;01JAN1996:00:00:00;B;09MAY2019:00:00:00;120
4327__01JAN1996:00:00:00;4327;01JAN1996:00:00:00;B;08MAY2019:00:00:00;180
4328__01JAN1996:00:00:00;4328;01JAN1996:00:00:00;B;08MAY2019:00:00:00;90
4329__01JAN1996:00:00:00;4329;01JAN1996:00:00:00;B;09MAY2019:00:00:00;90
4330__01JAN1996:00:00:00;4330;01JAN1996:00:00:00;B;09MAY2019:00:00:00;120
4331__01JAN1996:00:00:00;4331;01JAN1996:00:00:00;B;08MAY2019:00:00:00;180
4332__01JAN1996:00:00:00;4332;01JAN1996:00:00:00;B;08MAY2019:00:00:00;90
4333__01JAN1996:00:00:00;4333;01JAN1996:00:00:00;B;09MAY2019:00:00:00;90
4334__01JAN1996:00:00:00;4334;01JAN1996:00:00:00;B;08MAY2019:00:00:00;120
4335__01JAN1996:00:00:00;4335;01JAN1996:00:00:00;B;09MAY2019:00:00:00;180
4336__01JAN1996:00:00:00;4336;01JAN1996:00:00:00;B;31DEC9999:00:00:00;50
4337__01JAN1996:00:00:00;4337;01JAN1996:00:00:00;B;31DEC9999:00:00:00;120
4338__01JAN1996:00:00:00;4338;01JAN1996:00:00:00;B;31DEC9999:00:00:00;90
4339__01JAN1996:00:00:00;4339;01JAN1996:00:00:00;B;31DEC9999:00:00:00;120
4340__01JAN1996:00:00:00;4340;01JAN1996:00:00:00;B;08MAY2019:00:00:00;90
4341__01JAN1996:00:00:00;4341;01JAN1996:00:00:00;B;09MAY2019:00:00:00;90
4342__01JAN1996:00:00:00;4342;01JAN1996:00:00:00;B;09MAY2019:00:00:00;120
4343__01JAN1996:00:00:00;4343;01JAN1996:00:00:00;B;08MAY2019:00:00:00;180
4344__01JAN1996:00:00:00;4344;01JAN1996:00:00:00;B;08MAY2019:00:00:00;90
4345__01JAN1996:00:00:00;4345;01JAN1996:00:00:00;B;08MAY2019:00:00:00;180
4347__01JAN1996:00:00:00;4347;01JAN1996:00:00:00;B;31DEC9999:00:00:00;40
4348__01DEC1998:00:00:00;4348;01DEC1998:00:00:00;B;31DEC9999:00:00:00;120
4349__01JAN1996:00:00:00;4349;01JAN1996:00:00:00;B;31DEC9999:00:00:00;40
4350__01DEC1998:00:00:00;4350;01DEC1998:00:00:00;B;31DEC9999:00:00:00;120
4351__01JAN1996:00:00:00;4351;01JAN1996:00:00:00;B;31DEC9999:00:00:00;40
4352__01DEC1998:00:00:00;4352;01DEC1998:00:00:00;B;31DEC9999:00:00:00;120
4353__01JAN1996:00:00:00;4353;01JAN1996:00:00:00;B;31DEC9999:00:00:00;50
4354__01JAN1996:00:00:00;4354;01JAN1996:00:00:00;B;31DEC9999:00:00:00;40
4355__01JAN1996:00:00:00;4355;01JAN1996:00:00:00;B;08MAY2019:00:00:00;50
4356__01JAN1996:00:00:00;4356;01JAN1996:00:00:00;B;09MAY2019:00:00:00;120
4357__01JAN1996:00:00:00;4357;01JAN1996:00:00:00;B;08MAY2019:00:00:00;180
4358__01JAN1996:00:00:00;4358;01JAN1996:00:00:00;B;08MAY2019:00:00:00;40
4359__01JAN1996:00:00:00;4359;01JAN1996:00:00:00;B;08MAY2019:00:00:00;120
4360__01JAN1996:00:00:00;4360;01JAN1996:00:00:00;B;31DEC9999:00:00:00;40
4361__01JAN1996:00:00:00;4361;01JAN1996:00:00:00;B;31DEC9999:00:00:00;40
4362__01JAN1996:00:00:00;4362;01JAN1996:00:00:00;B;31DEC9999:00:00:00;40
4504__13JUL2017:00:00:00;4504;13JUL2017:00:00:00;B;31DEC9999:00:00:00;150
4710__11NOV2007:00:00:00;4710;11NOV2007:00:00:00;B;10FEB2011:00:00:00;135
4710__11FEB2011:00:00:00;4710;11FEB2011:00:00:00;B;12APR2014:00:00:00;115
4710__13APR2014:00:00:00;4710;13APR2014:00:00:00;B;31MAR2017:00:00:00;112
4710__01APR2017:00:00:00;4710;01APR2017:00:00:00;B;01FEB2019:00:00:00;100
4711__11NOV2007:00:00:00;4711;11NOV2007:00:00:00;B;10FEB2011:00:00:00;205
4711__11FEB2011:00:00:00;4711;11FEB2011:00:00:00;B;31MAR2017:00:00:00;175
4711__01APR2017:00:00:00;4711;01APR2017:00:00:00;B;13APR2018:00:00:00;170
4712__11NOV2007:00:00:00;4712;11NOV2007:00:00:00;B;10FEB2011:00:00:00;135
4712__11FEB2011:00:00:00;4712;11FEB2011:00:00:00;B;12APR2014:00:00:00;115
4712__13APR2014:00:00:00;4712;13APR2014:00:00:00;B;31MAR2017:00:00:00;107
4712__01APR2017:00:00:00;4712;01APR2017:00:00:00;B;31JAN2019:00:00:00;100
4713__12OCT1997:00:00:00;4713;12OCT1997:00:00:00;B;10FEB2011:00:00:00;140
4713__11FEB2011:00:00:00;4713;11FEB2011:00:00:00;B;12APR2014:00:00:00;120
4713__13APR2014:00:00:00;4713;13APR2014:00:00:00;B;31MAR2017:00:00:00;110
4713__01APR2017:00:00:00;4713;01APR2017:00:00:00;B;01FEB2019:00:00:00;100
4714__12OCT1997:00:00:00;4714;12OCT1997:00:00:00;B;10FEB2011:00:00:00;70
4714__11FEB2011:00:00:00;4714;11FEB2011:00:00:00;B;12APR2014:00:00:00;60
4714__13APR2014:00:00:00;4714;13APR2014:00:00:00;B;31MAR2017:00:00:00;55
4714__01APR2017:00:00:00;4714;01APR2017:00:00:00;B;31JAN2019:00:00:00;50
4715__11NOV2007:00:00:00;4715;11NOV2007:00:00:00;B;10FEB2011:00:00:00;65
4715__11FEB2011:00:00:00;4715;11FEB2011:00:00:00;B;12APR2014:00:00:00;55
4715__13APR2014:00:00:00;4715;13APR2014:00:00:00;B;31MAR2017:00:00:00;52
4715__01APR2017:00:00:00;4715;01APR2017:00:00:00;B;31JAN2019:00:00:00;50
4716__12OCT1997:00:00:00;4716;12OCT1997:00:00:00;B;31DEC9999:00:00:00;40
4717__12OCT1997:00:00:00;4717;12OCT1997:00:00:00;B;31DEC9999:00:00:00;20
4718__04SEP2014:00:00:00;4718;04SEP2014:00:00:00;B;31DEC9999:00:00:00;40
5201__12JUL1999:00:00:00;5201;12JUL1999:00:00:00;B;03NOV2011:00:00:00;70
5201__04NOV2011:00:00:00;5201;04NOV2011:00:00:00;B;30JAN2012:00:00:00;70
5201__31JAN2012:00:00:00;5201;31JAN2012:00:00:00;B;13APR2018:00:00:00;65
5202__12JUL1999:00:00:00;5202;12JUL1999:00:00:00;B;03NOV2011:00:00:00;140
5202__04NOV2011:00:00:00;5202;04NOV2011:00:00:00;B;28JUN2018:00:00:00;140
5203__12JUL1999:00:00:00;5203;12JUL1999:00:00:00;B;03NOV2011:00:00:00;120
5203__04NOV2011:00:00:00;5203;04NOV2011:00:00:00;B;28JUN2018:00:00:00;120
5204__12JUL1999:00:00:00;5204;12JUL1999:00:00:00;B;03NOV2011:00:00:00;220
5204__04NOV2011:00:00:00;5204;04NOV2011:00:00:00;B;28JUN2018:00:00:00;220
5205__26FEB2000:00:00:00;5205;26FEB2000:00:00:00;B;03NOV2011:00:00:00;90
5205__04NOV2011:00:00:00;5205;04NOV2011:00:00:00;B;28JUN2018:00:00:00;90
5207__12JUL1999:00:00:00;5207;12JUL1999:00:00:00;B;31DEC9999:00:00:00;180
5209__12JUL1999:00:00:00;5209;12JUL1999:00:00:00;B;31DEC9999:00:00:00;100
5210__12JUL1999:00:00:00;5210;12JUL1999:00:00:00;B;10FEB2011:00:00:00;200
5210__11FEB2011:00:00:00;5210;11FEB2011:00:00:00;B;30JAN2012:00:00:00;180
5210__31JAN2012:00:00:00;5210;31JAN2012:00:00:00;B;31DEC9999:00:00:00;150
5213__12JUL1999:00:00:00;5213;12JUL1999:00:00:00;B;03NOV2011:00:00:00;100
5213__04NOV2011:00:00:00;5213;04NOV2011:00:00:00;B;28JUN2018:00:00:00;100
5214__12JUL1999:00:00:00;5214;12JUL1999:00:00:00;B;31DEC9999:00:00:00;110
5215__12JUL1999:00:00:00;5215;12JUL1999:00:00:00;B;31DEC9999:00:00:00;120
5216__01DEC1998:00:00:00;5216;01DEC1998:00:00:00;B;31DEC9999:00:00:00;150
5218__12JUL1999:00:00:00;5218;12JUL1999:00:00:00;B;31DEC9999:00:00:00;150
5219__29APR2007:00:00:00;5219;29APR2007:00:00:00;B;30JAN2012:00:00:00;85
5219__31JAN2012:00:00:00;5219;31JAN2012:00:00:00;B;31DEC9999:00:00:00;80
5221__29APR2007:00:00:00;5221;29APR2007:00:00:00;B;31DEC9999:00:00:00;120
5222__01DEC1998:00:00:00;5222;01DEC1998:00:00:00;B;31DEC9999:00:00:00;120
5223__12JUL1999:00:00:00;5223;12JUL1999:00:00:00;B;31DEC9999:00:00:00;100
5224__01DEC1998:00:00:00;5224;01DEC1998:00:00:00;B;31MAR2019:00:00:00;200
5225__12JUL1999:00:00:00;5225;12JUL1999:00:00:00;B;10FEB2011:00:00:00;180
5225__11FEB2011:00:00:00;5225;11FEB2011:00:00:00;B;30JAN2012:00:00:00;160
5225__31JAN2012:00:00:00;5225;31JAN2012:00:00:00;B;31DEC9999:00:00:00;150
5226__12JUL1999:00:00:00;5226;12JUL1999:00:00:00;B;31DEC9999:00:00:00;100
5229__12JUL1999:00:00:00;5229;12JUL1999:00:00:00;B;20SEP2019:00:00:00;10
5230__12JUL1999:00:00:00;5230;12JUL1999:00:00:00;B;31DEC9999:00:00:00;200
5231__12JUL1999:00:00:00;5231;12JUL1999:00:00:00;B;31DEC9999:00:00:00;200
5233__01MAR2002:00:00:00;5233;01MAR2002:00:00:00;B;31DEC9999:00:00:00;20
5234__01MAR2002:00:00:00;5234;01MAR2002:00:00:00;B;18JAN2010:00:00:00;60
5234__19JAN2010:00:00:00;5234;19JAN2010:00:00:00;B;10FEB2011:00:00:00;50
5234__11FEB2011:00:00:00;5234;11FEB2011:00:00:00;B;31DEC9999:00:00:00;45
5235__26FEB2000:00:00:00;5235;26FEB2000:00:00:00;B;18JAN2010:00:00:00;100
5235__19JAN2010:00:00:00;5235;19JAN2010:00:00:00;B;31DEC9999:00:00:00;90
5249__12OCT1997:00:00:00;5249;12OCT1997:00:00:00;B;31DEC9999:00:00:00;40
5253__12OCT1997:00:00:00;5253;12OCT1997:00:00:00;B;28JUN2018:00:00:00;40
5254__12OCT1997:00:00:00;5254;12OCT1997:00:00:00;B;04NOV2011:00:00:00;30
5255__12OCT1997:00:00:00;5255;12OCT1997:00:00:00;B;04NOV2011:00:00:00;90
5256__12OCT1997:00:00:00;5256;12OCT1997:00:00:00;B;04NOV2011:00:00:00;60
5257__12OCT1997:00:00:00;5257;12OCT1997:00:00:00;B;03NOV2011:00:00:00;100
5257__04NOV2011:00:00:00;5257;04NOV2011:00:00:00;B;29JUN2018:00:00:00;85
5258__15MAR2011:00:00:00;5258;15MAR2011:00:00:00;B;31DEC9999:00:00:00;140
5259__04SEP2014:00:00:00;5259;04SEP2014:00:00:00;B;03APR2016:00:00:00;180
5259__04APR2016:00:00:00;5259;04APR2016:00:00:00;B;08AUG2017:00:00:00;180
5260__04SEP2014:00:00:00;5260;04SEP2014:00:00:00;B;03APR2016:00:00:00;180
5260__04APR2016:00:00:00;5260;04APR2016:00:00:00;B;08AUG2017:00:00:00;180
5261__10MAR2014:00:00:00;5261;10MAR2014:00:00:00;B;03SEP2014:00:00:00;250
5261__04SEP2014:00:00:00;5261;04SEP2014:00:00:00;B;03APR2016:00:00:00;250
5261__04APR2016:00:00:00;5261;04APR2016:00:00:00;B;08AUG2017:00:00:00;250
5262__04SEP2014:00:00:00;5262;04SEP2014:00:00:00;B;31DEC9999:00:00:00;100
5263__04APR2016:00:00:00;5263;04APR2016:00:00:00;B;08AUG2017:00:00:00;180
5264__04APR2016:00:00:00;5264;04APR2016:00:00:00;B;08AUG2017:00:00:00;180
5265__04APR2016:00:00:00;5265;04APR2016:00:00:00;B;08AUG2017:00:00:00;320
5278__12OCT1997:00:00:00;5278;12OCT1997:00:00:00;B;31DEC9999:00:00:00;50
5279__12OCT1997:00:00:00;5279;12OCT1997:00:00:00;B;31DEC9999:00:00:00;70
5280__12OCT1997:00:00:00;5280;12OCT1997:00:00:00;B;31DEC9999:00:00:00;50
5284__12OCT1997:00:00:00;5284;12OCT1997:00:00:00;B;31DEC9999:00:00:00;150
5290__12OCT1997:00:00:00;5290;12OCT1997:00:00:00;B;31DEC9999:00:00:00;50
5291__26FEB2000:00:00:00;5291;26FEB2000:00:00:00;B;14MAR2011:00:00:00;60
5291__15MAR2011:00:00:00;5291;15MAR2011:00:00:00;B;28JUN2018:00:00:00;60
5292__12OCT1997:00:00:00;5292;12OCT1997:00:00:00;B;20SEP2019:00:00:00;60
5293__12OCT1997:00:00:00;5293;12OCT1997:00:00:00;B;31DEC9999:00:00:00;70
5294__12OCT1997:00:00:00;5294;12OCT1997:00:00:00;B;31DEC9999:00:00:00;70
6301__01JAN1996:00:00:00;6301;01JAN1996:00:00:00;B;31DEC9999:00:00:00;68
6307__01JAN1996:00:00:00;6307;01JAN1996:00:00:00;B;31DEC9999:00:00:00;75
6312__01JAN1996:00:00:00;6312;01JAN1996:00:00:00;B;31DEC9999:00:00:00;75
6319__01JAN1996:00:00:00;6319;01JAN1996:00:00:00;B;31DEC9999:00:00:00;113
6321__01JAN1996:00:00:00;6321;01JAN1996:00:00:00;B;09MAY2019:00:00:00;68
6324__01JAN1996:00:00:00;6324;01JAN1996:00:00:00;B;09MAY2019:00:00:00;60
6328__01JAN1996:00:00:00;6328;01JAN1996:00:00:00;B;08MAY2019:00:00:00;68
6332__01JAN1996:00:00:00;6332;01JAN1996:00:00:00;B;09MAY2019:00:00:00;68
6340__01JAN1996:00:00:00;6340;01JAN1996:00:00:00;B;08MAY2019:00:00:00;68
6344__01JAN1996:00:00:00;6344;01JAN1996:00:00:00;B;09MAY2019:00:00:00;68
6347__01JAN1996:00:00:00;6347;01JAN1996:00:00:00;B;31DEC9999:00:00:00;60
6349__01JAN1996:00:00:00;6349;01JAN1996:00:00:00;B;31DEC9999:00:00:00;60
6351__01JAN1996:00:00:00;6351;01JAN1996:00:00:00;B;31DEC9999:00:00:00;60
6355__01JAN1996:00:00:00;6355;01JAN1996:00:00:00;B;09MAY2019:00:00:00;75
6358__01JAN1996:00:00:00;6358;01JAN1996:00:00:00;B;09MAY2019:00:00:00;60
6360__01JAN1996:00:00:00;6360;01JAN1996:00:00:00;B;31DEC9999:00:00:00;60
6361__01JAN1996:00:00:00;6361;01JAN1996:00:00:00;B;31DEC9999:00:00:00;60
7301__28JAN2004:00:00:00;7301;28JAN2004:00:00:00;B;18JAN2010:00:00:00;110
7301__19JAN2010:00:00:00;7301;19JAN2010:00:00:00;B;19APR2016:00:00:00;100
7301__20APR2016:00:00:00;7301;20APR2016:00:00:00;B;31MAR2017:00:00:00;98
7301__01APR2017:00:00:00;7301;01APR2017:00:00:00;B;13APR2018:00:00:00;90
7302__28JAN2004:00:00:00;7302;28JAN2004:00:00:00;B;18JAN2010:00:00:00;110
7302__19JAN2010:00:00:00;7302;19JAN2010:00:00:00;B;31DEC9999:00:00:00;100
7305__28JAN2004:00:00:00;7305;28JAN2004:00:00:00;B;18JAN2010:00:00:00;110
7305__19JAN2010:00:00:00;7305;19JAN2010:00:00:00;B;19APR2016:00:00:00;100
7305__20APR2016:00:00:00;7305;20APR2016:00:00:00;B;31MAR2017:00:00:00;97
7305__01APR2017:00:00:00;7305;01APR2017:00:00:00;B;13APR2018:00:00:00;90
7307__28JAN2004:00:00:00;7307;28JAN2004:00:00:00;B;18JAN2010:00:00:00;110
7307__19JAN2010:00:00:00;7307;19JAN2010:00:00:00;B;10FEB2011:00:00:00;100
7307__11FEB2011:00:00:00;7307;11FEB2011:00:00:00;B;30JAN2012:00:00:00;90
7307__31JAN2012:00:00:00;7307;31JAN2012:00:00:00;B;13APR2018:00:00:00;80
7308__28JAN2004:00:00:00;7308;28JAN2004:00:00:00;B;18JAN2010:00:00:00;110
7308__19JAN2010:00:00:00;7308;19JAN2010:00:00:00;B;10FEB2011:00:00:00;90
7308__11FEB2011:00:00:00;7308;11FEB2011:00:00:00;B;17JUN2011:00:00:00;75
7308__18JUN2011:00:00:00;7308;18JUN2011:00:00:00;B;31DEC9999:00:00:00;75
7309__28JAN2004:00:00:00;7309;28JAN2004:00:00:00;B;07FEB2009:00:00:00;110
7309__08FEB2009:00:00:00;7309;08FEB2009:00:00:00;B;18JAN2010:00:00:00;100
7309__19JAN2010:00:00:00;7309;19JAN2010:00:00:00;B;31DEC9999:00:00:00;90
7310__11NOV2007:00:00:00;7310;11NOV2007:00:00:00;B;07FEB2009:00:00:00;80
7310__08FEB2009:00:00:00;7310;08FEB2009:00:00:00;B;30JAN2012:00:00:00;75
7310__31JAN2012:00:00:00;7310;31JAN2012:00:00:00;B;31MAR2019:00:00:00;70
7311__28JAN2004:00:00:00;7311;28JAN2004:00:00:00;B;13JUL2017:00:00:00;70
7317__30DEC2004:00:00:00;7317;30DEC2004:00:00:00;B;26NOV2009:00:00:00;90
7317__27NOV2009:00:00:00;7317;27NOV2009:00:00:00;B;18JAN2010:00:00:00;90
7317__19JAN2010:00:00:00;7317;19JAN2010:00:00:00;B;31DEC9999:00:00:00;75
7318__04JUL2006:00:00:00;7318;04JUL2006:00:00:00;B;18JAN2010:00:00:00;60
7318__19JAN2010:00:00:00;7318;19JAN2010:00:00:00;B;10FEB2011:00:00:00;55
7318__11FEB2011:00:00:00;7318;11FEB2011:00:00:00;B;16APR2013:00:00:00;50
7318__17APR2013:00:00:00;7318;17APR2013:00:00:00;B;12APR2014:00:00:00;45
7318__13APR2014:00:00:00;7318;13APR2014:00:00:00;B;31MAR2017:00:00:00;41
7318__01APR2017:00:00:00;7318;01APR2017:00:00:00;B;31MAR2019:00:00:00;40
7320__04JUL2006:00:00:00;7320;04JUL2006:00:00:00;B;18JAN2010:00:00:00;120
7320__19JAN2010:00:00:00;7320;19JAN2010:00:00:00;B;16APR2013:00:00:00;95
7320__17APR2013:00:00:00;7320;17APR2013:00:00:00;B;31MAR2017:00:00:00;70
7320__01APR2017:00:00:00;7320;01APR2017:00:00:00;B;13APR2018:00:00:00;65
7321__11NOV2007:00:00:00;7321;11NOV2007:00:00:00;B;10FEB2011:00:00:00;65
7321__11FEB2011:00:00:00;7321;11FEB2011:00:00:00;B;31DEC9999:00:00:00;55
7323__11NOV2007:00:00:00;7323;11NOV2007:00:00:00;B;10FEB2011:00:00:00;65
7323__11FEB2011:00:00:00;7323;11FEB2011:00:00:00;B;13APR2018:00:00:00;60
7325__11NOV2007:00:00:00;7325;11NOV2007:00:00:00;B;10FEB2011:00:00:00;65
7325__11FEB2011:00:00:00;7325;11FEB2011:00:00:00;B;13APR2018:00:00:00;60
7327__11NOV2007:00:00:00;7327;11NOV2007:00:00:00;B;10FEB2011:00:00:00;65
7327__11FEB2011:00:00:00;7327;11FEB2011:00:00:00;B;31MAR2017:00:00:00;55
7327__01APR2017:00:00:00;7327;01APR2017:00:00:00;B;31MAR2019:00:00:00;50
7335__11NOV2007:00:00:00;7335;11NOV2007:00:00:00;B;10FEB2011:00:00:00;65
7335__11FEB2011:00:00:00;7335;11FEB2011:00:00:00;B;31MAR2017:00:00:00;65
7335__01APR2017:00:00:00;7335;01APR2017:00:00:00;B;13APR2018:00:00:00;65
7401__11NOV2007:00:00:00;7401;11NOV2007:00:00:00;B;10FEB2011:00:00:00;30
7401__11FEB2011:00:00:00;7401;11FEB2011:00:00:00;B;31DEC9999:00:00:00;25
7402__11NOV2007:00:00:00;7402;11NOV2007:00:00:00;B;07FEB2009:00:00:00;45
7402__08FEB2009:00:00:00;7402;08FEB2009:00:00:00;B;26NOV2009:00:00:00;40
7402__27NOV2009:00:00:00;7402;27NOV2009:00:00:00;B;30JAN2012:00:00:00;40
7402__31JAN2012:00:00:00;7402;31JAN2012:00:00:00;B;31MAR2019:00:00:00;30
7414__28JAN2004:00:00:00;7414;28JAN2004:00:00:00;B;07FEB2009:00:00:00;120
7414__08FEB2009:00:00:00;7414;08FEB2009:00:00:00;B;18JAN2010:00:00:00;110
7414__19JAN2010:00:00:00;7414;19JAN2010:00:00:00;B;12APR2014:00:00:00;90
7414__13APR2014:00:00:00;7414;13APR2014:00:00:00;B;19APR2016:00:00:00;85
7414__20APR2016:00:00:00;7414;20APR2016:00:00:00;B;31DEC9999:00:00:00;80
7415__28JAN2004:00:00:00;7415;28JAN2004:00:00:00;B;18JAN2010:00:00:00;120
