BTF_PRS_IDE__BTF_HIS_DTD;BTF_PRS_IDE;BTF_HIS_DTD;BTF_TAR_NAT;BTF_HIS_DTF;BTF_TAR_COF
1213__04JUL2006:00:00:00;1213;04JUL2006:00:00:00;B;07FEB2009:00:00:00;55
1213__08FEB2009:00:00:00;1213;08FEB2009:00:00:00;B;18JAN2010:00:00:00;52
1213__19JAN2010:00:00:00;1213;19JAN2010:00:00:00;B;10FEB2011:00:00:00;45
1213__11FEB2011:00:00:00;1213;11FEB2011:00:00:00;B;16APR2013:00:00:00;40
1213__17APR2013:00:00:00;1213;17APR2013:00:00:00;B;12APR2014:00:00:00;36
1213__13APR2014:00:00:00;1213;13APR2014:00:00:00;B;19APR2016:00:00:00;33
1213__20APR2016:00:00:00;1213;20APR2016:00:00:00;B;31MAR2017:00:00:00;30
1213__01APR2017:00:00:00;1213;01APR2017:00:00:00;B;12JUL2017:00:00:00;28
1213__13JUL2017:00:00:00;1213;13JUL2017:00:00:00;B;13APR2018:00:00:00;29
5204__29JUN2018:00:00:00;5204;29JUN2018:00:00:00;B;20SEP2019:00:00:00;220
1259__29JUN2018:00:00:00;1259;29JUN2018:00:00:00;B;31DEC9999:00:00:00;30
5301__29JUN2018:00:00:00;5301;29JUN2018:00:00:00;B;20SEP2019:00:00:00;85
5213__29JUN2018:00:00:00;5213;29JUN2018:00:00:00;B;31DEC9999:00:00:00;100
5291__29JUN2018:00:00:00;5291;29JUN2018:00:00:00;B;08MAY2019:00:00:00;60
1250__29JUN2018:00:00:00;1250;29JUN2018:00:00:00;B;31DEC9999:00:00:00;180
5202__29JUN2018:00:00:00;5202;29JUN2018:00:00:00;B;31DEC9999:00:00:00;140
5201__29JUN2018:00:00:00;5201;29JUN2018:00:00:00;B;31MAR2019:00:00:00;63
237__29JUN2018:00:00:00;237;29JUN2018:00:00:00;B;20SEP2019:00:00:00;50
1330__29JUN2018:00:00:00;1330;29JUN2018:00:00:00;B;31DEC9999:00:00:00;30
5253__29JUN2018:00:00:00;5253;29JUN2018:00:00:00;B;31DEC9999:00:00:00;40
5203__29JUN2018:00:00:00;5203;29JUN2018:00:00:00;B;31DEC9999:00:00:00;120
5205__29JUN2018:00:00:00;5205;29JUN2018:00:00:00;B;31DEC9999:00:00:00;90
1258__29JUN2018:00:00:00;1258;29JUN2018:00:00:00;B;31DEC9999:00:00:00;20
1257__29JUN2018:00:00:00;1257;29JUN2018:00:00:00;B;31DEC9999:00:00:00;20
1256__29JUN2018:00:00:00;1256;29JUN2018:00:00:00;B;31DEC9999:00:00:00;20
1251__29JUN2018:00:00:00;1251;29JUN2018:00:00:00;B;31DEC9999:00:00:00;180
240__29JUN2018:00:00:00;240;29JUN2018:00:00:00;B;31DEC9999:00:00:00;30
4331__09MAY2019:00:00:00;4331;09MAY2019:00:00:00;B;31DEC9999:00:00:00;180
28__09MAY2019:00:00:00;28;09MAY2019:00:00:00;P;31DEC9999:00:00:00;47
5291__09MAY2019:00:00:00;5291;09MAY2019:00:00:00;B;31DEC9999:00:00:00;60
4343__09MAY2019:00:00:00;4343;09MAY2019:00:00:00;B;31DEC9999:00:00:00;180
29__09MAY2019:00:00:00;29;09MAY2019:00:00:00;B;31DEC9999:00:00:00;55
4321__09MAY2019:00:00:00;4321;09MAY2019:00:00:00;B;31DEC9999:00:00:00;90
30__09MAY2019:00:00:00;30;09MAY2019:00:00:00;P;31DEC9999:00:00:00;55
4345__09MAY2019:00:00:00;4345;09MAY2019:00:00:00;B;31DEC9999:00:00:00;180
1442__09MAY2019:00:00:00;1442;09MAY2019:00:00:00;B;31DEC9999:00:00:00;80
4332__09MAY2019:00:00:00;4332;09MAY2019:00:00:00;B;31DEC9999:00:00:00;80
4324__09MAY2019:00:00:00;4324;09MAY2019:00:00:00;B;31DEC9999:00:00:00;80
4363__09MAY2019:00:00:00;4363;09MAY2019:00:00:00;B;31DEC9999:00:00:00;130
4328__09MAY2019:00:00:00;4328;09MAY2019:00:00:00;B;31DEC9999:00:00:00;90
4344__09MAY2019:00:00:00;4344;09MAY2019:00:00:00;B;31DEC9999:00:00:00;60
1440__09MAY2019:00:00:00;1440;09MAY2019:00:00:00;B;31DEC9999:00:00:00;60
4357__09MAY2019:00:00:00;4357;09MAY2019:00:00:00;B;31DEC9999:00:00:00;180
290__09MAY2019:00:00:00;290;09MAY2019:00:00:00;B;31DEC9999:00:00:00;60
27__09MAY2019:00:00:00;27;09MAY2019:00:00:00;B;31DEC9999:00:00:00;47
4358__09MAY2019:00:00:00;4358;09MAY2019:00:00:00;B;31DEC9999:00:00:00;40
1443__09MAY2019:00:00:00;1443;09MAY2019:00:00:00;B;31DEC9999:00:00:00;80
6340__09MAY2019:00:00:00;6340;09MAY2019:00:00:00;B;31DEC9999:00:00:00;68
4334__09MAY2019:00:00:00;4334;09MAY2019:00:00:00;B;31DEC9999:00:00:00;120
4340__09MAY2019:00:00:00;4340;09MAY2019:00:00:00;B;31DEC9999:00:00:00;80
4323__09MAY2019:00:00:00;4323;09MAY2019:00:00:00;B;31DEC9999:00:00:00;180
1126__09MAY2019:00:00:00;1126;09MAY2019:00:00:00;B;31DEC9999:00:00:00;100
13__09MAY2019:00:00:00;13;09MAY2019:00:00:00;B;31DEC9999:00:00:00;47
266__09MAY2019:00:00:00;266;09MAY2019:00:00:00;B;31DEC9999:00:00:00;25
264__09MAY2019:00:00:00;264;09MAY2019:00:00:00;B;31DEC9999:00:00:00;25
4346__09MAY2019:00:00:00;4346;09MAY2019:00:00:00;B;31DEC9999:00:00:00;100
4359__09MAY2019:00:00:00;4359;09MAY2019:00:00:00;B;31DEC9999:00:00:00;120
1125__09MAY2019:00:00:00;1125;09MAY2019:00:00:00;B;31DEC9999:00:00:00;100
263__09MAY2019:00:00:00;263;09MAY2019:00:00:00;B;31DEC9999:00:00:00;10
4355__09MAY2019:00:00:00;4355;09MAY2019:00:00:00;B;31DEC9999:00:00:00;50
26__09MAY2019:00:00:00;26;09MAY2019:00:00:00;B;31DEC9999:00:00:00;47
4327__09MAY2019:00:00:00;4327;09MAY2019:00:00:00;B;31DEC9999:00:00:00;180
1441__09MAY2019:00:00:00;1441;09MAY2019:00:00:00;B;31DEC9999:00:00:00;30
286__09MAY2019:00:00:00;286;09MAY2019:00:00:00;B;31DEC9999:00:00:00;95
6328__09MAY2019:00:00:00;6328;09MAY2019:00:00:00;B;31DEC9999:00:00:00;68
237__21SEP2019:00:00:00;237;21SEP2019:00:00:00;B;31DEC9999:00:00:00;50
84__19SEP2019:00:00:00;84;19SEP2019:00:00:00;B;31DEC9999:00:00:00;1250
5302__21SEP2019:00:00:00;5302;21SEP2019:00:00:00;B;31DEC9999:00:00:00;110
5204__21SEP2019:00:00:00;5204;21SEP2019:00:00:00;B;31DEC9999:00:00:00;220
9928__19SEP2019:00:00:00;9928;19SEP2019:00:00:00;B;31DEC9999:00:00:00;18
1010__19SEP2019:00:00:00;1010;19SEP2019:00:00:00;B;31DEC9999:00:00:00;100
1008__19SEP2019:00:00:00;1008;19SEP2019:00:00:00;B;31DEC9999:00:00:00;150
2007__19SEP2019:00:00:00;2007;19SEP2019:00:00:00;B;31DEC9999:00:00:00;6
500__21SEP2019:00:00:00;500;21SEP2019:00:00:00;B;31DEC9999:00:00:00;120
1009__19SEP2019:00:00:00;1009;19SEP2019:00:00:00;B;31DEC9999:00:00:00;140
86__19SEP2019:00:00:00;86;19SEP2019:00:00:00;B;31DEC9999:00:00:00;150
238__21SEP2019:00:00:00;238;21SEP2019:00:00:00;B;31DEC9999:00:00:00;100
592__19SEP2019:00:00:00;592;19SEP2019:00:00:00;B;31DEC9999:00:00:00;6
82__19SEP2019:00:00:00;82;19SEP2019:00:00:00;B;31DEC9999:00:00:00;1150
64__19SEP2019:00:00:00;64;19SEP2019:00:00:00;B;31DEC9999:00:00:00;150
83__19SEP2019:00:00:00;83;19SEP2019:00:00:00;B;31DEC9999:00:00:00;410
591__19SEP2019:00:00:00;591;19SEP2019:00:00:00;B;31DEC9999:00:00:00;6
3786__19SEP2019:00:00:00;3786;19SEP2019:00:00:00;B;31DEC9999:00:00:00;20
5229__21SEP2019:00:00:00;5229;21SEP2019:00:00:00;B;31DEC9999:00:00:00;10
5292__21SEP2019:00:00:00;5292;21SEP2019:00:00:00;B;31DEC9999:00:00:00;60
5303__21SEP2019:00:00:00;5303;21SEP2019:00:00:00;B;31DEC9999:00:00:00;130
2004__19SEP2019:00:00:00;2004;19SEP2019:00:00:00;B;31DEC9999:00:00:00;6
215__21SEP2019:00:00:00;215;21SEP2019:00:00:00;B;31DEC9999:00:00:00;80
5301__21SEP2019:00:00:00;5301;21SEP2019:00:00:00;B;31DEC9999:00:00:00;85
9927__19SEP2019:00:00:00;9927;19SEP2019:00:00:00;B;31DEC9999:00:00:00;17
85__19SEP2019:00:00:00;85;19SEP2019:00:00:00;B;31DEC9999:00:00:00;505
1033__21SEP2019:00:00:00;1033;21SEP2019:00:00:00;B;31DEC9999:00:00:00;85
9929__19SEP2019:00:00:00;9929;19SEP2019:00:00:00;B;31DEC9999:00:00:00;16
1133__19SEP2019:00:00:00;1133;19SEP2019:00:00:00;B;31DEC9999:00:00:00;14
5264__09AUG2017:00:00:00;5264;09AUG2017:00:00:00;B;31DEC9999:00:00:00;180
5263__09AUG2017:00:00:00;5263;09AUG2017:00:00:00;B;31DEC9999:00:00:00;180
5266__09AUG2017:00:00:00;5266;09AUG2017:00:00:00;B;31DEC9999:00:00:00;250
1253__09AUG2017:00:00:00;1253;09AUG2017:00:00:00;B;31DEC9999:00:00:00;90
5267__09AUG2017:00:00:00;5267;09AUG2017:00:00:00;B;31DEC9999:00:00:00;250
5265__09AUG2017:00:00:00;5265;09AUG2017:00:00:00;B;31DEC9999:00:00:00;320
4273__09AUG2017:00:00:00;4273;09AUG2017:00:00:00;B;31DEC9999:00:00:00;50
5259__09AUG2017:00:00:00;5259;09AUG2017:00:00:00;B;31DEC9999:00:00:00;180
5260__09AUG2017:00:00:00;5260;09AUG2017:00:00:00;B;31DEC9999:00:00:00;180
5261__09AUG2017:00:00:00;5261;09AUG2017:00:00:00;B;31DEC9999:00:00:00;250
5268__09AUG2017:00:00:00;5268;09AUG2017:00:00:00;B;31DEC9999:00:00:00;180
4088__17JAN2019:00:00:00;4088;17JAN2019:00:00:00;B;31DEC9999:00:00:00;1344
4084__17JAN2019:00:00:00;4084;17JAN2019:00:00:00;B;31DEC9999:00:00:00;500
4087__17JAN2019:00:00:00;4087;17JAN2019:00:00:00;B;31JAN2019:00:00:00;1344
41__17JAN2019:00:00:00;41;17JAN2019:00:00:00;B;31DEC9999:00:00:00;1250
1439__01FEB2019:00:00:00;1439;01FEB2019:00:00:00;B;31DEC9999:00:00:00;320
1421__01FEB2019:00:00:00;1421;01FEB2019:00:00:00;B;31DEC9999:00:00:00;60
4500__01FEB2019:00:00:00;4500;01FEB2019:00:00:00;B;31DEC9999:00:00:00;150
4508__01FEB2019:00:00:00;4508;01FEB2019:00:00:00;B;31DEC9999:00:00:00;150
4712__01FEB2019:00:00:00;4712;01FEB2019:00:00:00;B;31DEC9999:00:00:00;100
4503__01FEB2019:00:00:00;4503;01FEB2019:00:00:00;B;31DEC9999:00:00:00;200
4063__01FEB2019:00:00:00;4063;01FEB2019:00:00:00;B;31DEC9999:00:00:00;600
2002__01FEB2019:00:00:00;2002;01FEB2019:00:00:00;B;31DEC9999:00:00:00;17
1736__01FEB2019:00:00:00;1736;01FEB2019:00:00:00;B;31MAR2019:00:00:00;50
4715__01FEB2019:00:00:00;4715;01FEB2019:00:00:00;B;31DEC9999:00:00:00;50
1261__01FEB2019:00:00:00;1261;01FEB2019:00:00:00;B;31DEC9999:00:00:00;100
3784__01FEB2019:00:00:00;3784;01FEB2019:00:00:00;B;31MAR2019:00:00:00;55
1785__01FEB2019:00:00:00;1785;01FEB2019:00:00:00;B;31DEC9999:00:00:00;60
1260__01FEB2019:00:00:00;1260;01FEB2019:00:00:00;B;31DEC9999:00:00:00;85
1420__01FEB2019:00:00:00;1420;01FEB2019:00:00:00;B;31DEC9999:00:00:00;40
4120__01FEB2019:00:00:00;4120;01FEB2019:00:00:00;B;31MAR2019:00:00:00;150
4714__01FEB2019:00:00:00;4714;01FEB2019:00:00:00;B;31DEC9999:00:00:00;50
4119__01FEB2019:00:00:00;4119;01FEB2019:00:00:00;B;31DEC9999:00:00:00;200
1740__01FEB2019:00:00:00;1740;01FEB2019:00:00:00;B;31DEC9999:00:00:00;70
1428__01FEB2019:00:00:00;1428;01FEB2019:00:00:00;B;31DEC9999:00:00:00;20
4507__01FEB2019:00:00:00;4507;01FEB2019:00:00:00;B;31DEC9999:00:00:00;100
4125__01FEB2019:00:00:00;4125;01FEB2019:00:00:00;B;31DEC9999:00:00:00;350
1752__01FEB2019:00:00:00;1752;01FEB2019:00:00:00;B;31DEC9999:00:00:00;60
4711__01FEB2019:00:00:00;4711;01FEB2019:00:00:00;B;31DEC9999:00:00:00;150
1779__01FEB2019:00:00:00;1779;01FEB2019:00:00:00;B;31DEC9999:00:00:00;60
4506__01FEB2019:00:00:00;4506;01FEB2019:00:00:00;B;31DEC9999:00:00:00;100
1744__01FEB2019:00:00:00;1744;01FEB2019:00:00:00;B;31DEC9999:00:00:00;60
4502__01FEB2019:00:00:00;4502;01FEB2019:00:00:00;B;31DEC9999:00:00:00;60
350__01FEB2019:00:00:00;350;01FEB2019:00:00:00;B;31MAR2019:00:00:00;60
4505__01FEB2019:00:00:00;4505;01FEB2019:00:00:00;B;31DEC9999:00:00:00;150
4501__01FEB2019:00:00:00;4501;01FEB2019:00:00:00;B;31DEC9999:00:00:00;60
1438__01FEB2019:00:00:00;1438;01FEB2019:00:00:00;B;31DEC9999:00:00:00;120
4124__01FEB2019:00:00:00;4124;01FEB2019:00:00:00;B;31DEC9999:00:00:00;200
1427__01FEB2019:00:00:00;1427;01FEB2019:00:00:00;B;31DEC9999:00:00:00;180
4087__01FEB2019:00:00:00;4087;01FEB2019:00:00:00;B;31DEC9999:00:00:00;1344
1439__02FEB2019:00:00:00;1439;02FEB2019:00:00:00;B;31DEC9999:00:00:00;320
85__20SEP2019:00:00:00;85;20SEP2019:00:00:00;B;31DEC9999:00:00:00;505
5270__19OCT2019:00:00:00;5270;19OCT2019:00:00:00;B;31DEC9999:00:00:00;120
1206__14APR2018:00:00:00;1206;14APR2018:00:00:00;B;31DEC9999:00:00:00;27
1211__14APR2018:00:00:00;1211;14APR2018:00:00:00;B;31MAR2019:00:00:00;45
5201__14APR2018:00:00:00;5201;14APR2018:00:00:00;B;28JUN2018:00:00:00;63
1757__14APR2018:00:00:00;1757;14APR2018:00:00:00;B;31DEC9999:00:00:00;110
1610__14APR2018:00:00:00;1610;14APR2018:00:00:00;B;31DEC9999:00:00:00;22
966__14APR2018:00:00:00;966;14APR2018:00:00:00;B;31DEC9999:00:00:00;50
24__14APR2018:00:00:00;24;14APR2018:00:00:00;P;31DEC9999:00:00:00;100
9106__14APR2018:00:00:00;9106;14APR2018:00:00:00;B;31DEC9999:00:00:00;9
330__14APR2018:00:00:00;330;14APR2018:00:00:00;B;31MAR2019:00:00:00;49
357__14APR2018:00:00:00;357;14APR2018:00:00:00;B;31DEC9999:00:00:00;50
1128__14APR2018:00:00:00;1128;14APR2018:00:00:00;B;31MAR2019:00:00:00;45
1202__14APR2018:00:00:00;1202;14APR2018:00:00:00;B;31DEC9999:00:00:00;50
462__14APR2018:00:00:00;462;14APR2018:00:00:00;B;31DEC9999:00:00:00;50
4119__14APR2018:00:00:00;4119;14APR2018:00:00:00;B;31JAN2019:00:00:00;200
7320__14APR2018:00:00:00;7320;14APR2018:00:00:00;B;31MAR2019:00:00:00;60
2012__14APR2018:00:00:00;2012;14APR2018:00:00:00;B;31DEC9999:00:00:00;6
1385__14APR2018:00:00:00;1385;14APR2018:00:00:00;B;31MAR2019:00:00:00;60
780__14APR2018:00:00:00;780;14APR2018:00:00:00;B;31MAR2019:00:00:00;80
1209__14APR2018:00:00:00;1209;14APR2018:00:00:00;B;31DEC9999:00:00:00;54
967__14APR2018:00:00:00;967;14APR2018:00:00:00;B;31DEC9999:00:00:00;50
1743__14APR2018:00:00:00;1743;14APR2018:00:00:00;B;01FEB2019:00:00:00;60
3785__14APR2018:00:00:00;3785;14APR2018:00:00:00;B;01FEB2019:00:00:00;50
4006__14APR2018:00:00:00;4006;14APR2018:00:00:00;B;31MAR2019:00:00:00;160
4122__14APR2018:00:00:00;4122;14APR2018:00:00:00;B;31MAR2019:00:00:00;180
4124__14APR2018:00:00:00;4124;14APR2018:00:00:00;B;31JAN2019:00:00:00;180
4127__14APR2018:00:00:00;4127;14APR2018:00:00:00;B;31DEC9999:00:00:00;100
9105__14APR2018:00:00:00;9105;14APR2018:00:00:00;B;31DEC9999:00:00:00;5
1487__14APR2018:00:00:00;1487;14APR2018:00:00:00;B;31DEC9999:00:00:00;60
1141__14APR2018:00:00:00;1141;14APR2018:00:00:00;B;31DEC9999:00:00:00;37
1374__14APR2018:00:00:00;1374;14APR2018:00:00:00;B;31MAR2019:00:00:00;40
1210__14APR2018:00:00:00;1210;14APR2018:00:00:00;B;31MAR2019:00:00:00;45
7323__14APR2018:00:00:00;7323;14APR2018:00:00:00;B;31DEC9999:00:00:00;55
7325__14APR2018:00:00:00;7325;14APR2018:00:00:00;B;31DEC9999:00:00:00;55
1777__14APR2018:00:00:00;1777;14APR2018:00:00:00;B;01FEB2019:00:00:00;85
7335__14APR2018:00:00:00;7335;14APR2018:00:00:00;B;31DEC9999:00:00:00;63
1205__14APR2018:00:00:00;1205;14APR2018:00:00:00;B;31DEC9999:00:00:00;50
1488__14APR2018:00:00:00;1488;14APR2018:00:00:00;B;31MAR2019:00:00:00;90
412__14APR2018:00:00:00;412;14APR2018:00:00:00;B;31DEC9999:00:00:00;30
7307__14APR2018:00:00:00;7307;14APR2018:00:00:00;B;31MAR2019:00:00:00;75
13__14APR2018:00:00:00;13;14APR2018:00:00:00;B;08MAY2019:00:00:00;47
174__14APR2018:00:00:00;174;14APR2018:00:00:00;B;31MAR2019:00:00:00;17
1821__14APR2018:00:00:00;1821;14APR2018:00:00:00;B;31MAR2019:00:00:00;67
4004__14APR2018:00:00:00;4004;14APR2018:00:00:00;B;31DEC9999:00:00:00;110
1104__14APR2018:00:00:00;1104;14APR2018:00:00:00;B;31MAR2019:00:00:00;26
1577__14APR2018:00:00:00;1577;14APR2018:00:00:00;B;31MAR2019:00:00:00;25
1816__14APR2018:00:00:00;1816;14APR2018:00:00:00;B;31DEC9999:00:00:00;20
1124__14APR2018:00:00:00;1124;14APR2018:00:00:00;B;31MAR2019:00:00:00;6
1135__14APR2018:00:00:00;1135;14APR2018:00:00:00;B;31DEC9999:00:00:00;70
4005__14APR2018:00:00:00;4005;14APR2018:00:00:00;B;31MAR2019:00:00:00;140
353__14APR2018:00:00:00;353;14APR2018:00:00:00;B;01FEB2019:00:00:00;55
1387__14APR2018:00:00:00;1387;14APR2018:00:00:00;B;31MAR2019:00:00:00;40
3784__14APR2018:00:00:00;3784;14APR2018:00:00:00;B;31JAN2019:00:00:00;50
354__14APR2018:00:00:00;354;14APR2018:00:00:00;B;01FEB2019:00:00:00;50
4123__14APR2018:00:00:00;4123;14APR2018:00:00:00;B;01FEB2019:00:00:00;165
188__14APR2018:00:00:00;188;14APR2018:00:00:00;B;31DEC9999:00:00:00;38
1127__14APR2018:00:00:00;1127;14APR2018:00:00:00;B;31MAR2019:00:00:00;17
1204__14APR2018:00:00:00;1204;14APR2018:00:00:00;B;31DEC9999:00:00:00;50
1526__14APR2018:00:00:00;1526;14APR2018:00:00:00;B;31DEC9999:00:00:00;20
1815__14APR2018:00:00:00;1815;14APR2018:00:00:00;B;31DEC9999:00:00:00;20
1213__14APR2018:00:00:00;1213;14APR2018:00:00:00;B;31MAR2019:00:00:00;25
1145__14APR2018:00:00:00;1145;14APR2018:00:00:00;B;31DEC9999:00:00:00;33
1201__14APR2018:00:00:00;1201;14APR2018:00:00:00;B;31DEC9999:00:00:00;50
1207__14APR2018:00:00:00;1207;14APR2018:00:00:00;B;31DEC9999:00:00:00;27
1377__14APR2018:00:00:00;1377;14APR2018:00:00:00;B;31DEC9999:00:00:00;65
1779__14APR2018:00:00:00;1779;14APR2018:00:00:00;B;31JAN2019:00:00:00;60
1484__14APR2018:00:00:00;1484;14APR2018:00:00:00;B;31MAR2019:00:00:00;60
1212__14APR2018:00:00:00;1212;14APR2018:00:00:00;B;31MAR2019:00:00:00;60
4711__14APR2018:00:00:00;4711;14APR2018:00:00:00;B;31JAN2019:00:00:00;150
1139__14APR2018:00:00:00;1139;14APR2018:00:00:00;B;31DEC9999:00:00:00;35
996__14APR2018:00:00:00;996;14APR2018:00:00:00;B;31MAR2019:00:00:00;20
389__14APR2018:00:00:00;389;14APR2018:00:00:00;B;31DEC9999:00:00:00;150
1140__14APR2018:00:00:00;1140;14APR2018:00:00:00;B;31DEC9999:00:00:00;33
390__14APR2018:00:00:00;390;14APR2018:00:00:00;B;31DEC9999:00:00:00;220
7420__14APR2018:00:00:00;7420;14APR2018:00:00:00;B;31DEC9999:00:00:00;95
3713__14APR2018:00:00:00;3713;14APR2018:00:00:00;B;01FEB2019:00:00:00;120
1208__14APR2018:00:00:00;1208;14APR2018:00:00:00;B;31MAR2019:00:00:00;25
1773__14APR2018:00:00:00;1773;14APR2018:00:00:00;B;31DEC9999:00:00:00;36
1814__14APR2018:00:00:00;1814;14APR2018:00:00:00;B;31DEC9999:00:00:00;20
219__14APR2018:00:00:00;219;14APR2018:00:00:00;B;31DEC9999:00:00:00;25
968__14APR2018:00:00:00;968;14APR2018:00:00:00;B;31DEC9999:00:00:00;50
7301__14APR2018:00:00:00;7301;14APR2018:00:00:00;B;31DEC9999:00:00:00;80
7305__14APR2018:00:00:00;7305;14APR2018:00:00:00;B;31DEC9999:00:00:00;80
126__14APR2018:00:00:00;126;14APR2018:00:00:00;B;31MAR2019:00:00:00;17
570__01APR2019:00:00:00;570;01APR2019:00:00:00;B;31DEC9999:00:00:00;50
1104__01APR2019:00:00:00;1104;01APR2019:00:00:00;B;31DEC9999:00:00:00;25
320__01APR2019:00:00:00;320;01APR2019:00:00:00;B;31DEC9999:00:00:00;57
324__01APR2019:00:00:00;324;01APR2019:00:00:00;B;31DEC9999:00:00:00;30
1203__01APR2019:00:00:00;1203;01APR2019:00:00:00;B;31DEC9999:00:00:00;75
3784__01APR2019:00:00:00;3784;01APR2019:00:00:00;B;31DEC9999:00:00:00;48
1572__01APR2019:00:00:00;1572;01APR2019:00:00:00;B;31DEC9999:00:00:00;185
1763__01APR2019:00:00:00;1763;01APR2019:00:00:00;B;31DEC9999:00:00:00;100
1212__01APR2019:00:00:00;1212;01APR2019:00:00:00;B;31DEC9999:00:00:00;59
7327__01APR2019:00:00:00;7327;01APR2019:00:00:00;B;31DEC9999:00:00:00;48
1817__01APR2019:00:00:00;1817;01APR2019:00:00:00;B;31DEC9999:00:00:00;19
330__01APR2019:00:00:00;330;01APR2019:00:00:00;B;31DEC9999:00:00:00;47
126__01APR2019:00:00:00;126;01APR2019:00:00:00;B;31DEC9999:00:00:00;16
1385__01APR2019:00:00:00;1385;01APR2019:00:00:00;B;31DEC9999:00:00:00;58
4006__01APR2019:00:00:00;4006;01APR2019:00:00:00;B;31DEC9999:00:00:00;150
7307__01APR2019:00:00:00;7307;01APR2019:00:00:00;B;31DEC9999:00:00:00;73
1827__01APR2019:00:00:00;1827;01APR2019:00:00:00;B;31DEC9999:00:00:00;57
1210__01APR2019:00:00:00;1210;01APR2019:00:00:00;B;31DEC9999:00:00:00;44
996__01APR2019:00:00:00;996;01APR2019:00:00:00;B;31DEC9999:00:00:00;19
1124__01APR2019:00:00:00;1124;01APR2019:00:00:00;B;31DEC9999:00:00:00;4
7320__01APR2019:00:00:00;7320;01APR2019:00:00:00;B;31DEC9999:00:00:00;57
1127__01APR2019:00:00:00;1127;01APR2019:00:00:00;B;31DEC9999:00:00:00;16
1452__01APR2019:00:00:00;1452;01APR2019:00:00:00;B;31DEC9999:00:00:00;33
5224__01APR2019:00:00:00;5224;01APR2019:00:00:00;B;31DEC9999:00:00:00;195
1213__01APR2019:00:00:00;1213;01APR2019:00:00:00;B;31DEC9999:00:00:00;24
7318__01APR2019:00:00:00;7318;01APR2019:00:00:00;B;31DEC9999:00:00:00;38
1451__01APR2019:00:00:00;1451;01APR2019:00:00:00;B;31DEC9999:00:00:00;33
388__01APR2019:00:00:00;388;01APR2019:00:00:00;B;31DEC9999:00:00:00;45
1109__01APR2019:00:00:00;1109;01APR2019:00:00:00;B;31DEC9999:00:00:00;19
4005__01APR2019:00:00:00;4005;01APR2019:00:00:00;B;21SEP2019:00:00:00;100
350__01APR2019:00:00:00;350;01APR2019:00:00:00;B;31DEC9999:00:00:00;50
1577__01APR2019:00:00:00;1577;01APR2019:00:00:00;B;31DEC9999:00:00:00;22
1488__01APR2019:00:00:00;1488;01APR2019:00:00:00;B;31DEC9999:00:00:00;80
1821__01APR2019:00:00:00;1821;01APR2019:00:00:00;B;31DEC9999:00:00:00;65
472__01APR2019:00:00:00;472;01APR2019:00:00:00;B;31DEC9999:00:00:00;47
1804__01APR2019:00:00:00;1804;01APR2019:00:00:00;B;31DEC9999:00:00:00;8
640__01APR2019:00:00:00;640;01APR2019:00:00:00;B;31DEC9999:00:00:00;6
1374__01APR2019:00:00:00;1374;01APR2019:00:00:00;B;31DEC9999:00:00:00;38
1828__01APR2019:00:00:00;1828;01APR2019:00:00:00;B;31DEC9999:00:00:00;58
473__01APR2019:00:00:00;473;01APR2019:00:00:00;B;31DEC9999:00:00:00;47
1136__01APR2019:00:00:00;1136;01APR2019:00:00:00;B;31DEC9999:00:00:00;68
999__01APR2019:00:00:00;999;01APR2019:00:00:00;B;31DEC9999:00:00:00;70
174__01APR2019:00:00:00;174;01APR2019:00:00:00;B;31DEC9999:00:00:00;16
1387__01APR2019:00:00:00;1387;01APR2019:00:00:00;B;31DEC9999:00:00:00;38
7310__01APR2019:00:00:00;7310;01APR2019:00:00:00;B;31DEC9999:00:00:00;69
61__01APR2019:00:00:00;61;01APR2019:00:00:00;B;31DEC9999:00:00:00;2500
4122__01APR2019:00:00:00;4122;01APR2019:00:00:00;B;31DEC9999:00:00:00;175
1128__01APR2019:00:00:00;1128;01APR2019:00:00:00;B;31DEC9999:00:00:00;42
334__01APR2019:00:00:00;334;01APR2019:00:00:00;B;31DEC9999:00:00:00;47
1460__01APR2019:00:00:00;1460;01APR2019:00:00:00;B;31DEC9999:00:00:00;68
1302__01APR2019:00:00:00;1302;01APR2019:00:00:00;B;31DEC9999:00:00:00;140
5201__01APR2019:00:00:00;5201;01APR2019:00:00:00;B;31DEC9999:00:00:00;60
343__01APR2019:00:00:00;343;01APR2019:00:00:00;B;31DEC9999:00:00:00;47
4120__01APR2019:00:00:00;4120;01APR2019:00:00:00;B;31DEC9999:00:00:00;140
9005__01APR2019:00:00:00;9005;01APR2019:00:00:00;B;31DEC9999:00:00:00;17
7402__01APR2019:00:00:00;7402;01APR2019:00:00:00;B;31DEC9999:00:00:00;26
780__01APR2019:00:00:00;780;01APR2019:00:00:00;B;31DEC9999:00:00:00;75
1211__01APR2019:00:00:00;1211;01APR2019:00:00:00;B;31DEC9999:00:00:00;44
1484__01APR2019:00:00:00;1484;01APR2019:00:00:00;B;31DEC9999:00:00:00;57
1208__01APR2019:00:00:00;1208;01APR2019:00:00:00;B;31DEC9999:00:00:00;24
777__01APR2019:00:00:00;777;01APR2019:00:00:00;B;31DEC9999:00:00:00;70
1736__01APR2019:00:00:00;1736;01APR2019:00:00:00;B;31DEC9999:00:00:00;49
